"사망원인별(104항목)","성별","연령(5세)별","항목","단위","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"소화계통의 질환 (K00-K92)","계","65세 이상","사망자수[명]","명","4685","4665","4730","5056","5178","5316","5722","5944","6073","6158","6312","6538","6874","7059","7315","7113","7740","8047","8858",
"소화계통의 질환 (K00-K92)","계","65세 이상","사망률[십만명당]","십만명당","116.7","110.4","106.5","107.4","104.3","102.9","107","107.6","105.4","102.1","100.2","99.8","101.4","99.9","99","92.2","95.1","93.8","98.3",
"소화계통의 질환 (K00-K92)","계","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0","1","1","1","0","1","0","3","4","0","0","0",
"소화계통의 질환 (K00-K92)","계","연령미상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"소화계통의 질환 (K00-K92)","남자","15 - 19세","사망자수[명]","명","3","1","1","9","9","3","1","2","4","2","0","5","4","1","1","1","3","1","3",
"소화계통의 질환 (K00-K92)","남자","15 - 19세","사망률[십만명당]","십만명당",".2",".1",".1",".5",".5",".2",".1",".1",".2",".1","",".3",".2",".1",".1",".1",".2",".1",".2",
"소화계통의 질환 (K00-K92)","남자","20 - 24세","사망자수[명]","명","8","11","5","6","8","6","6","5","4","8","6","9","10","4","12","6","4","8","7",
"소화계통의 질환 (K00-K92)","남자","20 - 24세","사망률[십만명당]","십만명당",".4",".6",".3",".3",".5",".4",".4",".3",".2",".5",".3",".5",".5",".2",".7",".3",".2",".5",".4",
"소화계통의 질환 (K00-K92)","남자","25 - 29세","사망자수[명]","명","18","18","26","20","12","13","20","13","10","15","19","11","13","16","10","15","18","17","22",
"소화계통의 질환 (K00-K92)","남자","25 - 29세","사망률[십만명당]","십만명당",".9",".9","1.3","1",".6",".6","1",".7",".6",".9","1.2",".7",".8",".9",".6",".8","1",".9","1.2",
"소화계통의 질환 (K00-K92)","남자","30 - 34세","사망자수[명]","명","113","86","91","63","47","59","55","50","52","42","39","61","52","57","34","56","42","51","57",
"소화계통의 질환 (K00-K92)","남자","30 - 34세","사망률[십만명당]","십만명당","4.9","3.8","4.2","3","2.3","3","2.8","2.5","2.5","2","1.9","3.1","2.8","3.3","2","3.4","2.6","3.1","3.4",
"소화계통의 질환 (K00-K92)","남자","35 - 39세","사망자수[명]","명","410","285","287","232","231","219","189","162","140","123","117","98","118","106","123","125","128","120","118",
"소화계통의 질환 (K00-K92)","남자","35 - 39세","사망률[십만명당]","십만명당","18.5","12.7","12.5","10","9.9","9.5","8.4","7.4","6.7","6.1","5.9","5","5.9","5.2","6","6.2","6.6","6.5","6.8",
"소화계통의 질환 (K00-K92)","남자","40 - 44세","사망자수[명]","명","1038","816","658","636","577","544","494","441","396","418","374","383","304","304","293","225","254","263","318",
"소화계통의 질환 (K00-K92)","남자","40 - 44세","사망률[십만명당]","십만명당","46.1","36.8","30.3","29.7","26.8","24.7","22.1","19.4","17.1","18","16.3","17.1","14.1","14.6","14.6","11.5","12.9","13.2","15.7",
"소화계통의 질환 (K00-K92)","남자","45 - 49세","사망자수[명]","명","1378","1252","1180","1208","1057","998","932","859","833","795","703","729","643","662","651","568","591","580","529",
"소화계통의 질환 (K00-K92)","남자","45 - 49세","사망률[십만명당]","십만명당","71.7","61.9","55.7","55","47.5","44.9","42.4","39.8","39.3","37.3","32.3","32.9","28.5","28.8","28.3","25","26.6","27","25.6",
"소화계통의 질환 (K00-K92)","남자","50 - 54세","사망자수[명]","명","1283","1191","1131","1094","1193","1149","1188","1190","1203","1089","1141","1055","980","951","914","928","916","880","890",
"소화계통의 질환 (K00-K92)","남자","50 - 54세","사망률[십만명당]","십만명당","96.8","83.8","73.1","66","67.5","61","59.8","57.1","55.7","49.8","52.2","48.8","46.2","45.5","43.5","43.2","41.9","39.5","39.3",
"소화계통의 질환 (K00-K92)","남자","55 - 59세","사망자수[명]","명","1094","972","942","917","944","835","928","964","1001","992","1048","1106","1130","1164","1120","1106","1172","1090","1067",
"소화계통의 질환 (K00-K92)","남자","55 - 59세","사망률[십만명당]","십만명당","103","87.1","81.5","76.8","76.4","65","67.1","64","61.9","57.6","57.1","57.1","55.5","55.2","52.4","51.8","55.4","52.4","52.1",
"소화계통의 질환 (K00-K92)","남자","60 - 64세","사망자수[명]","명","1114","1025","856","762","771","729","706","717","789","735","747","836","919","937","973","913","1042","1104","1172",
"소화계통의 질환 (K00-K92)","남자","60 - 64세","사망률[십만명당]","십만명당","117.1","108.5","91.1","81.2","79.9","71.8","66","64.7","68.9","61.9","60.4","62.8","63.2","60","58.4","51.3","55.5","55.9","57.2",
"소화계통의 질환 (K00-K92)","남자","65 - 69세","사망자수[명]","명","867","862","853","802","799","770","686","665","593","610","623","679","682","677","689","658","768","862","945",
"소화계통의 질환 (K00-K92)","남자","65 - 69세","사망률[십만명당]","십만명당","120.7","115","109.6","96.6","91.6","87.6","78.2","75.9","67.4","67.2","65","67.2","65","62.3","61","55.9","60.4","62","63.2",
"소화계통의 질환 (K00-K92)","남자","70 - 74세","사망자수[명]","명","630","637","655","662","709","653","738","752","777","761","706","680","726","625","558","632","674","695","771",
"소화계통의 질환 (K00-K92)","남자","70 - 74세","사망률[십만명당]","십만명당","149.4","138","129.3","120.9","120.9","104.3","112.3","109.5","105.3","97.7","89.4","85.9","91.4","77.8","66.8","71.5","72.1","71.6","76.6",
"소화계통의 질환 (K00-K92)","남자","75 - 79세","사망자수[명]","명","449","454","453","457","502","505","580","610","704","671","736","696","767","752","842","736","774","789","792",
"소화계통의 질환 (K00-K92)","남자","75 - 79세","사망률[십만명당]","십만명당","190.9","181.6","170.9","160.7","163.2","150.8","156.6","148.9","158.1","139.9","142.6","127.5","133.4","120.6","127","108.9","113.5","114.6","113.1",
"소화계통의 질환 (K00-K92)","남자","80세이상","사망자수[명]","명","568","558","586","697","701","739","812","903","897","1008","1016","1074","1237","1292","1421","1340","1526","1640","1822",
"소화계통의 질환 (K00-K92)","남자","80세이상","사망률[십만명당]","십만명당","310.9","290","290.4","327.1","309","303.2","310.7","324","298.5","307.9","282.4","269.5","281.2","267.7","269.5","232.1","243.1","241.4","245.8",
"소화계통의 질환 (K00-K92)","남자","80 - 84세","사망자수[명]","명","350","316","341","370","369","391","432","459","461","523","493","588","672","695","765","715","778","813","886",
"소화계통의 질환 (K00-K92)","남자","80 - 84세","사망률[십만명당]","십만명당","276.7","240","250.5","262.1","249.7","247.3","253.4","251","232.2","240.7","205.9","219.6","224.7","211.8","214.8","184.9","188.2","185","185.1",
"소화계통의 질환 (K00-K92)","남자","85 - 89세","사망자수[명]","명","167","178","182","231","242","251","256","310","302","312","364","302","359","401","407","432","491","546","632",
"소화계통의 질환 (K00-K92)","남자","85 - 89세","사망률[십만명당]","십만명당","386.4","378.3","356.6","412.7","391.2","376.1","365.7","425.2","394.5","383.1","410.2","311.3","340.5","343.9","314.3","299.2","300.4","296.3","312.8",
"소화계통의 질환 (K00-K92)","남자","90세이상","사망자수[명]","명","51","64","63","96","90","97","124","134","134","173","159","184","206","196","249","193","257","281","304",
"소화계통의 질환 (K00-K92)","남자","90세이상","사망률[십만명당]","십만명당","393.8","466.8","429.6","603","522.3","514.1","593.4","584.9","527.1","603.8","503.1","547.3","583","516.2","600","419.2","504.4","504.8","501.2",
"소화계통의 질환 (K00-K92)","남자","15세 미만","사망자수[명]","명","18","13","13","10","11","14","14","9","3","9","9","6","9","3","8","5","10","9","9",
"소화계통의 질환 (K00-K92)","남자","15세 미만","사망률[십만명당]","십만명당",".4",".3",".3",".2",".2",".3",".3",".2",".1",".2",".2",".2",".2",".1",".2",".1",".3",".3",".3",
"소화계통의 질환 (K00-K92)","남자","15 - 64세","사망자수[명]","명","6459","5657","5177","4947","4849","4555","4519","4403","4432","4219","4194","4293","4173","4202","4131","3943","4170","4114","4183",
"소화계통의 질환 (K00-K92)","남자","15 - 64세","사망률[십만명당]","십만명당","36.4","31.7","28.8","27.3","26.6","24.7","24.3","23.5","23.5","22.3","22.1","22.6","21.9","22.1","21.7","20.8","22.2","22","22.6",
"소화계통의 질환 (K00-K92)","남자","65세 이상","사망자수[명]","명","2514","2511","2547","2618","2711","2667","2816","2930","2971","3050","3081","3129","3412","3346","3510","3366","3742","3986","4330",
"소화계통의 질환 (K00-K92)","남자","65세 이상","사망률[십만명당]","십만명당","161.4","151.9","145.4","139.6","136","128","130","130.2","125.7","122.3","117.4","113.9","119.4","111.6","111.3","101.5","106.4","106.9","109.8",
"소화계통의 질환 (K00-K92)","남자","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","2","0","0","0",
"소화계통의 질환 (K00-K92)","남자","연령미상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"소화계통의 질환 (K00-K92)","여자","15 - 19세","사망자수[명]","명","1","3","5","5","2","1","3","1","1","5","4","2","1","1","4","2","0","1","2",
"소화계통의 질환 (K00-K92)","여자","15 - 19세","사망률[십만명당]","십만명당",".1",".2",".3",".3",".1",".1",".2",".1",".1",".3",".3",".1",".1",".1",".3",".2","",".1",".2",
"소화계통의 질환 (K00-K92)","여자","20 - 24세","사망자수[명]","명","8","8","5","8","8","6","7","4","7","3","4","5","1","7","1","1","4","5","2",
"소화계통의 질환 (K00-K92)","여자","20 - 24세","사망률[십만명당]","십만명당",".4",".4",".3",".5",".5",".4",".5",".3",".5",".2",".2",".3",".1",".4",".1",".1",".3",".3",".1",
"소화계통의 질환 (K00-K92)","여자","25 - 29세","사망자수[명]","명","11","16","15","18","13","15","11","16","9","9","13","12","1","9","10","13","16","14","16",
"소화계통의 질환 (K00-K92)","여자","25 - 29세","사망률[십만명당]","십만명당",".6",".8",".8",".9",".7",".8",".6",".9",".5",".6",".9",".8",".1",".6",".6",".8","1",".8","1",
"소화계통의 질환 (K00-K92)","여자","30 - 34세","사망자수[명]","명","34","37","38","36","29","30","29","35","35","36","41","28","40","25","30","27","28","22","33",
"소화계통의 질환 (K00-K92)","여자","30 - 34세","사망률[십만명당]","십만명당","1.5","1.7","1.8","1.8","1.5","1.6","1.5","1.8","1.8","1.8","2.1","1.5","2.3","1.5","1.9","1.8","1.9","1.5","2.1",
"소화계통의 질환 (K00-K92)","여자","35 - 39세","사망자수[명]","명","72","54","66","59","48","69","65","68","49","60","71","63","63","68","57","70","76","63","68",
"소화계통의 질환 (K00-K92)","여자","35 - 39세","사망률[십만명당]","십만명당","3.4","2.5","3","2.6","2.1","3.1","3","3.2","2.4","3.1","3.7","3.3","3.3","3.5","2.9","3.6","4.1","3.6","4.1",
"소화계통의 질환 (K00-K92)","여자","40 - 44세","사망자수[명]","명","134","116","102","82","92","81","102","100","98","110","95","123","102","109","117","106","111","130","119",
"소화계통의 질환 (K00-K92)","여자","40 - 44세","사망률[십만명당]","십만명당","6.2","5.5","4.9","4","4.4","3.8","4.7","4.5","4.4","4.9","4.3","5.7","4.9","5.4","6","5.6","5.8","6.7","6.1",
"소화계통의 질환 (K00-K92)","여자","45 - 49세","사망자수[명]","명","161","170","139","146","134","158","140","129","135","113","135","136","151","139","164","148","150","143","184",
"소화계통의 질환 (K00-K92)","여자","45 - 49세","사망률[십만명당]","십만명당","8.6","8.7","6.7","6.8","6.2","7.4","6.6","6.3","6.7","5.5","6.4","6.3","6.8","6.2","7.3","6.7","7","6.9","9.1",
"소화계통의 질환 (K00-K92)","여자","50 - 54세","사망자수[명]","명","142","156","146","134","145","134","152","142","148","147","167","152","161","170","156","172","166","200","205",
"소화계통의 질환 (K00-K92)","여자","50 - 54세","사망률[십만명당]","십만명당","10.8","11.1","9.5","8.2","8.3","7.2","7.8","6.9","7","6.8","7.8","7.2","7.9","8.4","7.6","8.1","7.7","9.1","9.2",
"소화계통의 질환 (K00-K92)","여자","55 - 59세","사망자수[명]","명","150","159","132","137","110","131","125","149","146","155","152","150","184","181","200","175","179","181","191",
"소화계통의 질환 (K00-K92)","여자","55 - 59세","사망률[십만명당]","십만명당","13.8","14","11.3","11.3","8.8","10.1","8.9","9.8","8.9","9","8.3","7.7","9","8.6","9.4","8.2","8.6","8.9","9.5",
"소화계통의 질환 (K00-K92)","여자","60 - 64세","사망자수[명]","명","250","229","172","190","141","138","164","129","129","141","150","194","182","154","201","182","213","210","252",
"소화계통의 질환 (K00-K92)","여자","60 - 64세","사망률[십만명당]","십만명당","23.4","21.7","16.6","18.6","13.6","12.9","14.7","11.1","10.8","11.4","11.7","14","12","9.5","11.7","10","11.1","10.4","12",
"소화계통의 질환 (K00-K92)","여자","65 - 69세","사망자수[명]","명","326","292","237","276","262","234","239","227","187","195","173","191","206","184","210","211","217","232","284",
"소화계통의 질환 (K00-K92)","여자","65 - 69세","사망률[십만명당]","십만명당","36.1","31.5","24.9","27.6","25.2","22.5","23.3","22.5","18.7","19.3","16.5","17.4","18.1","15.7","17.3","16.7","15.9","15.6","17.8",
"소화계통의 질환 (K00-K92)","여자","70 - 74세","사망자수[명]","명","352","405","381","375","385","418","402","401","382","425","391","336","330","356","305","317","312","328","354",
"소화계통의 질환 (K00-K92)","여자","70 - 74세","사망률[십만명당]","십만명당","53.1","57.8","51.3","48","47.2","49","45.7","44.4","40","42.8","39.3","34.1","34","37","31.1","31.1","29.3","29.7","31",
"소화계통의 질환 (K00-K92)","여자","75 - 79세","사망자수[명]","명","472","479","459","486","528","558","612","641","640","559","603","650","639","655","622","592","579","570","621",
"소화계통의 질환 (K00-K92)","여자","75 - 79세","사망률[십만명당]","십만명당","105.8","100.4","90.9","91.3","94.3","94.4","97.3","95.6","90.4","75.3","77.3","80.5","76.7","74.2","67.4","63.8","62.9","62.7","68.7",
"소화계통의 질환 (K00-K92)","여자","80세이상","사망자수[명]","명","1021","978","1106","1301","1292","1439","1653","1745","1893","1929","2064","2232","2287","2518","2668","2627","2890","2931","3269",
"소화계통의 질환 (K00-K92)","여자","80세이상","사망률[십만명당]","십만명당","229.6","210","225.6","250.1","231.5","239.6","255.9","252.9","257","244.7","243.7","244.3","232.9","240","238.9","220.4","227.9","218.2","228.7",
"소화계통의 질환 (K00-K92)","여자","80 - 84세","사망자수[명]","명","471","455","559","580","545","626","715","714","763","775","791","890","890","917","960","914","961","967","1098",
"소화계통의 질환 (K00-K92)","여자","80 - 84세","사망률[십만명당]","십만명당","172.8","159.8","187.9","186.5","165.9","177","186.7","174.5","175.3","168.1","161.4","169.1","157.4","152.7","151.6","136.5","137.8","133.6","142.7",
"소화계통의 질환 (K00-K92)","여자","85 - 89세","사망자수[명]","명","359","344","347","437","484","504","562","661","635","652","703","740","807","930","915","938","1014","1064","1186",
"소화계통의 질환 (K00-K92)","여자","85 - 89세","사망률[십만명당]","십만명당","297.8","271.5","257","297.6","296.9","286.3","301.1","334.4","303.3","290.5","287","276.1","279.5","300.2","276.5","264.1","262.6","253.9","266.2",
"소화계통의 질환 (K00-K92)","여자","90세이상","사망자수[명]","명","191","179","200","284","263","309","376","370","495","502","570","602","590","671","793","775","915","900","985",
"소화계통의 질환 (K00-K92)","여자","90세이상","사망률[십만명당]","십만명당","371.2","329.9","346.4","456.2","395.4","436.1","492.9","444.9","536.9","487.7","510","505.3","461.5","482.6","520.1","462.8","496.7","448.5","459.1",
"소화계통의 질환 (K00-K92)","여자","15세 미만","사망자수[명]","명","11","9","8","8","9","12","10","6","10","5","4","7","6","5","4","2","7","5","1",
"소화계통의 질환 (K00-K92)","여자","15세 미만","사망률[십만명당]","십만명당",".2",".2",".2",".2",".2",".3",".3",".2",".3",".1",".1",".2",".2",".2",".1",".1",".2",".2","0",
"소화계통의 질환 (K00-K92)","여자","15 - 64세","사망자수[명]","명","963","948","820","815","722","763","798","773","757","779","832","865","886","863","940","896","943","969","1072",
"소화계통의 질환 (K00-K92)","여자","15 - 64세","사망률[십만명당]","십만명당","5.6","5.5","4.7","4.7","4.1","4.3","4.5","4.3","4.2","4.3","4.6","4.7","4.8","4.7","5.2","4.9","5.2","5.4","6",
"소화계통의 질환 (K00-K92)","여자","65세 이상","사망자수[명]","명","2171","2154","2183","2438","2467","2649","2906","3014","3102","3108","3231","3409","3462","3713","3805","3747","3998","4061","4528",
"소화계통의 질환 (K00-K92)","여자","65세 이상","사망률[십만명당]","십만명당","88.4","83.8","81.2","86","83","85.9","91.3","92","91.3","87.9","88","89.6","88.3","91.2","89.8","85.1","86.6","83.8","89.3",
"소화계통의 질환 (K00-K92)","여자","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","0","0","0",
"소화계통의 질환 (K00-K92)","여자","연령미상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"피부 및 피하조직의 질환 (L00-L98)","계","15 - 19세","사망자수[명]","명","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",
"피부 및 피하조직의 질환 (L00-L98)","계","15 - 19세","사망률[십만명당]","십만명당","0","","","","","","","","","","0","","","","","","0","","",
"피부 및 피하조직의 질환 (L00-L98)","계","20 - 24세","사망자수[명]","명","0","0","0","0","0","0","0","2","0","1","0","1","1","0","0","0","0","0","0",
"피부 및 피하조직의 질환 (L00-L98)","계","20 - 24세","사망률[십만명당]","십만명당","","","","","","","",".1","","0","","0","0","","","","","","",
"피부 및 피하조직의 질환 (L00-L98)","계","25 - 29세","사망자수[명]","명","2","0","0","2","1","0","0","2","0","0","0","2","2","0","0","0","1","1","0",
"피부 및 피하조직의 질환 (L00-L98)","계","25 - 29세","사망률[십만명당]","십만명당",".1","","","0","0","","",".1","","","",".1",".1","","","","0","0","",
"피부 및 피하조직의 질환 (L00-L98)","계","30 - 34세","사망자수[명]","명","1","1","1","1","3","2","1","0","1","0","0","0","0","1","1","1","1","1","0",
"피부 및 피하조직의 질환 (L00-L98)","계","30 - 34세","사망률[십만명당]","십만명당","0","0","0","0",".1",".1","0","","0","","","","","0","0","0","0","0","",
"피부 및 피하조직의 질환 (L00-L98)","계","35 - 39세","사망자수[명]","명","0","2","6","2","4","1","2","0","3","0","2","4","0","1","0","0","2","2","2",
"피부 및 피하조직의 질환 (L00-L98)","계","35 - 39세","사망률[십만명당]","십만명당","","0",".1","0",".1","0","0","",".1","",".1",".1","","0","","",".1",".1",".1",
"피부 및 피하조직의 질환 (L00-L98)","계","40 - 44세","사망자수[명]","명","5","0","3","0","4","5","4","7","2","2","6","5","4","2","2","7","3","1","0",
"피부 및 피하조직의 질환 (L00-L98)","계","40 - 44세","사망률[십만명당]","십만명당",".1","",".1","",".1",".1",".1",".2","0","0",".1",".1",".1","0",".1",".2",".1","0","",
"피부 및 피하조직의 질환 (L00-L98)","계","45 - 49세","사망자수[명]","명","2","6","8","9","7","4","5","4","5","5","5","4","9","5","3","3","5","11","7",
"피부 및 피하조직의 질환 (L00-L98)","계","45 - 49세","사망률[십만명당]","십만명당",".1",".2",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",".1",".3",".2",
"피부 및 피하조직의 질환 (L00-L98)","계","50 - 54세","사망자수[명]","명","6","6","11","4","5","4","8","14","4","2","6","3","17","16","9","8","11","7","8",
"피부 및 피하조직의 질환 (L00-L98)","계","50 - 54세","사망률[십만명당]","십만명당",".2",".2",".4",".1",".1",".1",".2",".3",".1","0",".1",".1",".4",".4",".2",".2",".3",".2",".2",
"피부 및 피하조직의 질환 (L00-L98)","계","55 - 59세","사망자수[명]","명","5","8","6","14","8","8","13","16","7","10","12","5","4","13","20","15","15","9","14",
"피부 및 피하조직의 질환 (L00-L98)","계","55 - 59세","사망률[십만명당]","십만명당",".2",".4",".3",".6",".3",".3",".5",".5",".2",".3",".3",".1",".1",".3",".5",".4",".4",".2",".3",
"피부 및 피하조직의 질환 (L00-L98)","계","60 - 64세","사망자수[명]","명","11","15","6","10","6","9","15","17","5","10","12","20","17","15","22","19","20","23","23",
"피부 및 피하조직의 질환 (L00-L98)","계","60 - 64세","사망률[십만명당]","십만명당",".5",".8",".3",".5",".3",".4",".7",".8",".2",".4",".5",".7",".6",".5",".7",".5",".5",".6",".6",
"피부 및 피하조직의 질환 (L00-L98)","계","65 - 69세","사망자수[명]","명","25","18","34","29","26","13","32","27","25","16","16","26","31","23","38","25","30","21","18",
"피부 및 피하조직의 질환 (L00-L98)","계","65 - 69세","사망률[십만명당]","십만명당","1.5","1.1","2","1.6","1.4",".7","1.7","1.4","1.3",".8",".8","1.2","1.4","1","1.6","1","1.1",".7",".6",
"피부 및 피하조직의 질환 (L00-L98)","계","70 - 74세","사망자수[명]","명","39","42","56","43","36","46","51","43","46","46","47","39","43","37","41","41","39","42","42",
"피부 및 피하조직의 질환 (L00-L98)","계","70 - 74세","사망률[십만명당]","십만명당","3.6","3.6","4.5","3.2","2.6","3.1","3.3","2.7","2.7","2.6","2.6","2.2","2.4","2.1","2.3","2.2","1.9","2","2",
"피부 및 피하조직의 질환 (L00-L98)","계","75 - 79세","사망자수[명]","명","75","69","89","54","59","65","62","72","74","74","93","71","86","102","105","81","88","62","73",
"피부 및 피하조직의 질환 (L00-L98)","계","75 - 79세","사망률[십만명당]","십만명당","11","9.5","11.6","6.6","6.8","7","6.2","6.7","6.4","6.1","7.2","5.2","6.1","6.8","6.6","5.1","5.5","3.9","4.6",
"피부 및 피하조직의 질환 (L00-L98)","계","80세이상","사망자수[명]","명","227","241","279","249","258","260","296","264","270","262","284","289","304","405","371","416","352","352","358",
"피부 및 피하조직의 질환 (L00-L98)","계","80세이상","사망률[십만명당]","십만명당","36.2","36.6","40.3","34","32.9","30.8","32.6","27.3","26","23.5","23.5","22","21.4","26.4","22.6","23.5","18.6","17.4","16.5",
"피부 및 피하조직의 질환 (L00-L98)","계","80 - 84세","사망자수[명]","명","91","90","98","85","96","88","99","92","72","95","98","86","122","148","137","140","115","122","136",
"피부 및 피하조직의 질환 (L00-L98)","계","80 - 84세","사망률[십만명당]","십만명당","22.8","21.6","22.6","18.8","20.2","17.2","17.9","15.5","11.4","14","13.4","10.8","14.1","15.9","13.8","13.3","10.4","10.5","10.9",
"피부 및 피하조직의 질환 (L00-L98)","계","85 - 89세","사망자수[명]","명","73","78","105","87","97","97","114","86","105","89","98","108","95","123","131","155","118","115","104",
"피부 및 피하조직의 질환 (L00-L98)","계","85 - 89세","사망률[십만명당]","십만명당","44.6","44.9","56.4","42.9","43.1","40","44.4","31.8","36.7","29.1","29.4","29.6","24.1","28.8","28.4","31","21.5","19.1","16.1",
"피부 및 피하조직의 질환 (L00-L98)","계","90세이상","사망자수[명]","명","63","73","76","77","65","75","83","86","93","78","88","95","87","134","103","121","119","115","118",
"피부 및 피하조직의 질환 (L00-L98)","계","90세이상","사망률[십만명당]","십만명당","97.8","107.4","105","98.5","77.6","83.6","85.4","81.1","79.1","59.3","61.4","62.2","53.3","75.7","53.1","56.7","50.6","44.9","42.9",
"피부 및 피하조직의 질환 (L00-L98)","계","15세 미만","사망자수[명]","명","0","1","2","0","0","1","1","2","1","0","0","1","0","0","0","0","0","1","0",
"피부 및 피하조직의 질환 (L00-L98)","계","15세 미만","사망률[십만명당]","십만명당","","0","0","","","0","0","0","0","","","0","","","","","","0","",
"피부 및 피하조직의 질환 (L00-L98)","계","15 - 64세","사망자수[명]","명","33","38","41","42","38","33","48","62","27","30","44","44","54","53","57","53","59","55","54",
"피부 및 피하조직의 질환 (L00-L98)","계","15 - 64세","사망률[십만명당]","십만명당",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".2",".1",".2",".2",".1",
"피부 및 피하조직의 질환 (L00-L98)","계","65세 이상","사망자수[명]","명","366","370","458","375","379","384","441","406","415","398","440","425","464","567","555","563","509","477","491",
"피부 및 피하조직의 질환 (L00-L98)","계","65세 이상","사망률[십만명당]","십만명당","9.1","8.8","10.3","8","7.6","7.4","8.2","7.3","7.2","6.6","7","6.5","6.8","8","7.5","7.3","6.3","5.6","5.4",
"피부 및 피하조직의 질환 (L00-L98)","계","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",
"피부 및 피하조직의 질환 (L00-L98)","계","연령미상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","사망자수[명]","명","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 19세","사망률[십만명당]","십만명당",".1","","","","","","","","","",".1","","","","","",".1","","",
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","사망자수[명]","명","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0",
"피부 및 피하조직의 질환 (L00-L98)","남자","20 - 24세","사망률[십만명당]","십만명당","","","","","","","",".1","",".1","",".1","","","","","","","",
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","사망자수[명]","명","1","0","0","1","1","0","0","1","0","0","0","0","2","0","0","0","1","0","0",
"피부 및 피하조직의 질환 (L00-L98)","남자","25 - 29세","사망률[십만명당]","십만명당",".1","","","0","0","","",".1","","","","",".1","","","",".1","","",
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","사망자수[명]","명","1","1","1","0","2","1","0","0","1","0","0","0","0","1","0","0","0","1","0",
"피부 및 피하조직의 질환 (L00-L98)","남자","30 - 34세","사망률[십만명당]","십만명당","0","0","0","",".1",".1","","","0","","","","",".1","","","",".1","",
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","사망자수[명]","명","0","1","5","2","2","1","2","0","3","0","1","2","0","1","0","0","2","0","2",
"피부 및 피하조직의 질환 (L00-L98)","남자","35 - 39세","사망률[십만명당]","십만명당","","0",".2",".1",".1","0",".1","",".1","",".1",".1","","0","","",".1","",".1",
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","사망자수[명]","명","2","0","2","0","3","5","3","5","0","1","5","4","1","2","2","3","2","0","0",
"피부 및 피하조직의 질환 (L00-L98)","남자","40 - 44세","사망률[십만명당]","십만명당",".1","",".1","",".1",".2",".1",".2","","0",".2",".2","0",".1",".1",".2",".1","","",
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","사망자수[명]","명","1","4","4","6","6","4","4","4","3","3","5","3","4","5","3","1","4","8","4",
"피부 및 피하조직의 질환 (L00-L98)","남자","45 - 49세","사망률[십만명당]","십만명당",".1",".2",".2",".3",".3",".2",".2",".2",".1",".1",".2",".1",".2",".2",".1","0",".2",".4",".2",
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","사망자수[명]","명","5","3","7","4","1","3","5","10","3","2","6","2","12","12","5","5","10","5","7",
"피부 및 피하조직의 질환 (L00-L98)","남자","50 - 54세","사망률[십만명당]","십만명당",".4",".2",".5",".2",".1",".2",".3",".5",".1",".1",".3",".1",".6",".6",".2",".2",".5",".2",".3",
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","사망자수[명]","명","3","5","6","6","7","6","8","11","6","5","6","5","2","9","14","10","13","6","9",
"피부 및 피하조직의 질환 (L00-L98)","남자","55 - 59세","사망률[십만명당]","십만명당",".3",".4",".5",".5",".6",".5",".6",".7",".4",".3",".3",".3",".1",".4",".7",".5",".6",".3",".4",
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","사망자수[명]","명","7","8","4","7","3","7","10","11","4","7","9","12","11","7","14","14","19","17","17",
"피부 및 피하조직의 질환 (L00-L98)","남자","60 - 64세","사망률[십만명당]","십만명당",".7",".8",".4",".7",".3",".7",".9","1",".3",".6",".7",".9",".8",".4",".8",".8","1",".9",".8",
